country,kintype,age,month,year,measure,estimate,se
Austria,Grandparents,0-14,3,2020,Baseline,350,17
Austria,Grandparents,0-14,3,2020,Excess,33,23
Austria,Grandparents,0-14,4,2020,Baseline,330,16
Austria,Grandparents,0-14,4,2020,Excess,37,24
Austria,Grandparents,0-14,5,2020,Baseline,324,15
Austria,Grandparents,0-14,5,2020,Excess,-14,22
Austria,Grandparents,0-14,6,2020,Baseline,308,14
Austria,Grandparents,0-14,6,2020,Excess,-11,21
Austria,Grandparents,0-14,7,2020,Baseline,283,15
Austria,Grandparents,0-14,7,2020,Excess,23,22
Austria,Grandparents,0-14,8,2020,Baseline,317,14
Austria,Grandparents,0-14,8,2020,Excess,3,22
Austria,Grandparents,0-14,9,2020,Baseline,336,16
Austria,Grandparents,0-14,9,2020,Excess,13,21
Austria,Grandparents,0-14,10,2020,Baseline,340,15
Austria,Grandparents,0-14,10,2020,Excess,25,21
Austria,Grandparents,0-14,11,2020,Baseline,342,14
Austria,Grandparents,0-14,11,2020,Excess,136,21
Austria,Grandparents,0-14,12,2020,Baseline,379,17
Austria,Grandparents,0-14,12,2020,Excess,129,27
Austria,Grandparents,0-14,1,2021,Baseline,423,15
Austria,Grandparents,0-14,1,2021,Excess,-14,25
Austria,Grandparents,0-14,2,2021,Baseline,396,17
Austria,Grandparents,0-14,2,2021,Excess,-20,25
Austria,Grandparents,0-14,3,2021,Baseline,373,20
Austria,Grandparents,0-14,3,2021,Excess,13,26
Austria,Grandparents,0-14,4,2021,Baseline,379,17
Austria,Grandparents,0-14,4,2021,Excess,11,23
Austria,Grandparents,0-14,5,2021,Baseline,369,16
Austria,Grandparents,0-14,5,2021,Excess,-6,24
Austria,Grandparents,0-14,6,2021,Baseline,331,13
Austria,Grandparents,0-14,6,2021,Excess,18,20
Austria,Grandparents,15-29,3,2020,Baseline,740,24
Austria,Grandparents,15-29,3,2020,Excess,23,34
Austria,Grandparents,15-29,4,2020,Baseline,638,20
Austria,Grandparents,15-29,4,2020,Excess,63,30
Austria,Grandparents,15-29,5,2020,Baseline,610,19
Austria,Grandparents,15-29,5,2020,Excess,-7,27
Austria,Grandparents,15-29,6,2020,Baseline,617,23
Austria,Grandparents,15-29,6,2020,Excess,-22,29
Austria,Grandparents,15-29,7,2020,Baseline,580,19
Austria,Grandparents,15-29,7,2020,Excess,43,29
Austria,Grandparents,15-29,8,2020,Baseline,600,20
Austria,Grandparents,15-29,8,2020,Excess,14,31
Austria,Grandparents,15-29,9,2020,Baseline,607,19
Austria,Grandparents,15-29,9,2020,Excess,39,30
Austria,Grandparents,15-29,10,2020,Baseline,637,24
Austria,Grandparents,15-29,10,2020,Excess,76,34
Austria,Grandparents,15-29,11,2020,Baseline,696,24
Austria,Grandparents,15-29,11,2020,Excess,370,36
Austria,Grandparents,15-29,12,2020,Baseline,756,21
Austria,Grandparents,15-29,12,2020,Excess,345,34
Austria,Grandparents,15-29,1,2021,Baseline,836,21
Austria,Grandparents,15-29,1,2021,Excess,51,31
Austria,Grandparents,15-29,2,2021,Baseline,786,24
Austria,Grandparents,15-29,2,2021,Excess,-55,32
Austria,Grandparents,15-29,3,2021,Baseline,778,24
Austria,Grandparents,15-29,3,2021,Excess,-65,33
Austria,Grandparents,15-29,4,2021,Baseline,669,21
Austria,Grandparents,15-29,4,2021,Excess,62,28
Austria,Grandparents,15-29,5,2021,Baseline,664,23
Austria,Grandparents,15-29,5,2021,Excess,5,27
Austria,Grandparents,15-29,6,2021,Baseline,619,20
Austria,Grandparents,15-29,6,2021,Excess,44,27
Austria,Grandparents,30-44,3,2020,Baseline,740,22
Austria,Grandparents,30-44,3,2020,Excess,21,32
Austria,Grandparents,30-44,4,2020,Baseline,617,19
Austria,Grandparents,30-44,4,2020,Excess,93,28
Austria,Grandparents,30-44,5,2020,Baseline,596,20
Austria,Grandparents,30-44,5,2020,Excess,-1,25
Austria,Grandparents,30-44,6,2020,Baseline,591,20
Austria,Grandparents,30-44,6,2020,Excess,16,27
Austria,Grandparents,30-44,7,2020,Baseline,610,18
Austria,Grandparents,30-44,7,2020,Excess,-28,25
Austria,Grandparents,30-44,8,2020,Baseline,617,22
Austria,Grandparents,30-44,8,2020,Excess,-3,32
Austria,Grandparents,30-44,9,2020,Baseline,580,20
Austria,Grandparents,30-44,9,2020,Excess,33,27
Austria,Grandparents,30-44,10,2020,Baseline,627,19
Austria,Grandparents,30-44,10,2020,Excess,87,27
Austria,Grandparents,30-44,11,2020,Baseline,671,20
Austria,Grandparents,30-44,11,2020,Excess,461,34
Austria,Grandparents,30-44,12,2020,Baseline,762,23
Austria,Grandparents,30-44,12,2020,Excess,429,36
Austria,Grandparents,30-44,1,2021,Baseline,815,22
Austria,Grandparents,30-44,1,2021,Excess,75,31
Austria,Grandparents,30-44,2,2021,Baseline,767,24
Austria,Grandparents,30-44,2,2021,Excess,-55,30
Austria,Grandparents,30-44,3,2021,Baseline,739,20
Austria,Grandparents,30-44,3,2021,Excess,-117,29
Austria,Grandparents,30-44,4,2021,Baseline,630,22
Austria,Grandparents,30-44,4,2021,Excess,-6,30
Austria,Grandparents,30-44,5,2021,Baseline,620,17
Austria,Grandparents,30-44,5,2021,Excess,-0,22
Austria,Grandparents,30-44,6,2021,Baseline,567,20
Austria,Grandparents,30-44,6,2021,Excess,50,27
Austria,Grandparents,45-64,3,2020,Baseline,130,7
Austria,Grandparents,45-64,3,2020,Excess,-5,10
Austria,Grandparents,45-64,4,2020,Baseline,106,5
Austria,Grandparents,45-64,4,2020,Excess,10,7
Austria,Grandparents,45-64,5,2020,Baseline,109,6
Austria,Grandparents,45-64,5,2020,Excess,-10,8
Austria,Grandparents,45-64,6,2020,Baseline,105,5
Austria,Grandparents,45-64,6,2020,Excess,3,8
Austria,Grandparents,45-64,7,2020,Baseline,104,5
Austria,Grandparents,45-64,7,2020,Excess,-11,7
Austria,Grandparents,45-64,8,2020,Baseline,102,6
Austria,Grandparents,45-64,8,2020,Excess,-2,8
Austria,Grandparents,45-64,9,2020,Baseline,98,6
Austria,Grandparents,45-64,9,2020,Excess,6,7
Austria,Grandparents,45-64,10,2020,Baseline,103,5
Austria,Grandparents,45-64,10,2020,Excess,16,8
Austria,Grandparents,45-64,11,2020,Baseline,109,5
Austria,Grandparents,45-64,11,2020,Excess,86,9
Austria,Grandparents,45-64,12,2020,Baseline,121,6
Austria,Grandparents,45-64,12,2020,Excess,115,10
Austria,Grandparents,45-64,1,2021,Baseline,136,6
Austria,Grandparents,45-64,1,2021,Excess,15,8
Austria,Grandparents,45-64,2,2021,Baseline,125,7
Austria,Grandparents,45-64,2,2021,Excess,-25,8
Austria,Grandparents,45-64,3,2021,Baseline,106,6
Austria,Grandparents,45-64,3,2021,Excess,-17,9
Austria,Grandparents,45-64,4,2021,Baseline,102,6
Austria,Grandparents,45-64,4,2021,Excess,-8,7
Austria,Grandparents,45-64,5,2021,Baseline,99,5
Austria,Grandparents,45-64,5,2021,Excess,-9,7
Austria,Grandparents,45-64,6,2021,Baseline,79,4
Austria,Grandparents,45-64,6,2021,Excess,11,6
Austria,Parents,0-14,3,2020,Baseline,18,3
Austria,Parents,0-14,3,2020,Excess,2,4
Austria,Parents,0-14,4,2020,Baseline,14,3
Austria,Parents,0-14,4,2020,Excess,4,4
Austria,Parents,0-14,5,2020,Baseline,21,3
Austria,Parents,0-14,5,2020,Excess,1,5
Austria,Parents,0-14,6,2020,Baseline,14,3
Austria,Parents,0-14,6,2020,Excess,5,4
Austria,Parents,0-14,7,2020,Baseline,21,3
Austria,Parents,0-14,7,2020,Excess,-7,4
Austria,Parents,0-14,8,2020,Baseline,20,3
Austria,Parents,0-14,8,2020,Excess,-4,4
Austria,Parents,0-14,9,2020,Baseline,18,3
Austria,Parents,0-14,9,2020,Excess,2,4
Austria,Parents,0-14,10,2020,Baseline,17,3
Austria,Parents,0-14,10,2020,Excess,-2,4
Austria,Parents,0-14,11,2020,Baseline,17,3
Austria,Parents,0-14,11,2020,Excess,2,4
Austria,Parents,0-14,12,2020,Baseline,20,3
Austria,Parents,0-14,12,2020,Excess,-3,4
Austria,Parents,0-14,1,2021,Baseline,20,3
Austria,Parents,0-14,1,2021,Excess,-2,5
Austria,Parents,0-14,2,2021,Baseline,15,2
Austria,Parents,0-14,2,2021,Excess,2,3
Austria,Parents,0-14,3,2021,Baseline,17,3
Austria,Parents,0-14,3,2021,Excess,0,4
Austria,Parents,0-14,4,2021,Baseline,17,3
Austria,Parents,0-14,4,2021,Excess,3,4
Austria,Parents,0-14,5,2021,Baseline,17,2
Austria,Parents,0-14,5,2021,Excess,2,5
Austria,Parents,0-14,6,2021,Baseline,17,3
Austria,Parents,0-14,6,2021,Excess,-2,3
Austria,Parents,15-29,3,2020,Baseline,59,5
Austria,Parents,15-29,3,2020,Excess,9,7
Austria,Parents,15-29,4,2020,Baseline,52,4
Austria,Parents,15-29,4,2020,Excess,7,6
Austria,Parents,15-29,5,2020,Baseline,55,5
Austria,Parents,15-29,5,2020,Excess,-0,7
Austria,Parents,15-29,6,2020,Baseline,43,4
Austria,Parents,15-29,6,2020,Excess,10,7
Austria,Parents,15-29,7,2020,Baseline,59,5
Austria,Parents,15-29,7,2020,Excess,-11,6
Austria,Parents,15-29,8,2020,Baseline,56,5
Austria,Parents,15-29,8,2020,Excess,3,6
Austria,Parents,15-29,9,2020,Baseline,58,5
Austria,Parents,15-29,9,2020,Excess,-1,7
Austria,Parents,15-29,10,2020,Baseline,51,4
Austria,Parents,15-29,10,2020,Excess,-1,6
Austria,Parents,15-29,11,2020,Baseline,50,4
Austria,Parents,15-29,11,2020,Excess,18,7
Austria,Parents,15-29,12,2020,Baseline,53,5
Austria,Parents,15-29,12,2020,Excess,11,7
Austria,Parents,15-29,1,2021,Baseline,56,4
Austria,Parents,15-29,1,2021,Excess,10,7
Austria,Parents,15-29,2,2021,Baseline,56,4
Austria,Parents,15-29,2,2021,Excess,-1,7
Austria,Parents,15-29,3,2021,Baseline,53,4
Austria,Parents,15-29,3,2021,Excess,12,6
Austria,Parents,15-29,4,2021,Baseline,59,4
Austria,Parents,15-29,4,2021,Excess,3,6
Austria,Parents,15-29,5,2021,Baseline,61,5
Austria,Parents,15-29,5,2021,Excess,-5,7
Austria,Parents,15-29,6,2021,Baseline,57,4
Austria,Parents,15-29,6,2021,Excess,9,6
Austria,Parents,30-44,3,2020,Baseline,147,7
Austria,Parents,30-44,3,2020,Excess,16,10
Austria,Parents,30-44,4,2020,Baseline,140,7
Austria,Parents,30-44,4,2020,Excess,15,10
Austria,Parents,30-44,5,2020,Baseline,137,6
Austria,Parents,30-44,5,2020,Excess,-7,9
Austria,Parents,30-44,6,2020,Baseline,126,6
Austria,Parents,30-44,6,2020,Excess,-2,8
Austria,Parents,30-44,7,2020,Baseline,131,7
Austria,Parents,30-44,7,2020,Excess,3,10
Austria,Parents,30-44,8,2020,Baseline,129,6
Austria,Parents,30-44,8,2020,Excess,3,9
Austria,Parents,30-44,9,2020,Baseline,148,7
Austria,Parents,30-44,9,2020,Excess,6,9
Austria,Parents,30-44,10,2020,Baseline,137,6
Austria,Parents,30-44,10,2020,Excess,11,9
Austria,Parents,30-44,11,2020,Baseline,154,7
Austria,Parents,30-44,11,2020,Excess,44,11
Austria,Parents,30-44,12,2020,Baseline,148,8
Austria,Parents,30-44,12,2020,Excess,68,12
Austria,Parents,30-44,1,2021,Baseline,165,7
Austria,Parents,30-44,1,2021,Excess,4,11
Austria,Parents,30-44,2,2021,Baseline,168,7
Austria,Parents,30-44,2,2021,Excess,-11,10
Austria,Parents,30-44,3,2021,Baseline,152,8
Austria,Parents,30-44,3,2021,Excess,19,10
Austria,Parents,30-44,4,2021,Baseline,158,6
Austria,Parents,30-44,4,2021,Excess,11,9
Austria,Parents,30-44,5,2021,Baseline,158,8
Austria,Parents,30-44,5,2021,Excess,3,11
Austria,Parents,30-44,6,2021,Baseline,141,6
Austria,Parents,30-44,6,2021,Excess,13,9
Austria,Parents,45-64,3,2020,Baseline,427,11
Austria,Parents,45-64,3,2020,Excess,4,14
Austria,Parents,45-64,4,2020,Baseline,361,9
Austria,Parents,45-64,4,2020,Excess,52,14
Austria,Parents,45-64,5,2020,Baseline,350,9
Austria,Parents,45-64,5,2020,Excess,-2,12
Austria,Parents,45-64,6,2020,Baseline,343,10
Austria,Parents,45-64,6,2020,Excess,-4,14
Austria,Parents,45-64,7,2020,Baseline,337,8
Austria,Parents,45-64,7,2020,Excess,12,13
Austria,Parents,45-64,8,2020,Baseline,357,10
Austria,Parents,45-64,8,2020,Excess,-2,16
Austria,Parents,45-64,9,2020,Baseline,348,9
Austria,Parents,45-64,9,2020,Excess,8,13
Austria,Parents,45-64,10,2020,Baseline,370,10
Austria,Parents,45-64,10,2020,Excess,39,15
Austria,Parents,45-64,11,2020,Baseline,387,10
Austria,Parents,45-64,11,2020,Excess,232,15
Austria,Parents,45-64,12,2020,Baseline,432,10
Austria,Parents,45-64,12,2020,Excess,219,15
Austria,Parents,45-64,1,2021,Baseline,480,9
Austria,Parents,45-64,1,2021,Excess,36,14
Austria,Parents,45-64,2,2021,Baseline,456,11
Austria,Parents,45-64,2,2021,Excess,-30,16
Austria,Parents,45-64,3,2021,Baseline,432,11
Austria,Parents,45-64,3,2021,Excess,-34,14
Austria,Parents,45-64,4,2021,Baseline,377,10
Austria,Parents,45-64,4,2021,Excess,20,13
Austria,Parents,45-64,5,2021,Baseline,372,9
Austria,Parents,45-64,5,2021,Excess,1,11
Austria,Parents,45-64,6,2021,Baseline,339,9
Austria,Parents,45-64,6,2021,Excess,33,12
Austria,Parents,65+,3,2020,Baseline,157,6
Austria,Parents,65+,3,2020,Excess,-9,8
Austria,Parents,65+,4,2020,Baseline,121,5
Austria,Parents,65+,4,2020,Excess,21,6
Austria,Parents,65+,5,2020,Baseline,119,5
Austria,Parents,65+,5,2020,Excess,1,7
Austria,Parents,65+,6,2020,Baseline,120,5
Austria,Parents,65+,6,2020,Excess,1,7
Austria,Parents,65+,7,2020,Baseline,125,5
Austria,Parents,65+,7,2020,Excess,-10,7
Austria,Parents,65+,8,2020,Baseline,115,4
Austria,Parents,65+,8,2020,Excess,3,7
Austria,Parents,65+,9,2020,Baseline,112,5
Austria,Parents,65+,9,2020,Excess,11,7
Austria,Parents,65+,10,2020,Baseline,131,5
Austria,Parents,65+,10,2020,Excess,9,8
Austria,Parents,65+,11,2020,Baseline,129,5
Austria,Parents,65+,11,2020,Excess,106,9
Austria,Parents,65+,12,2020,Baseline,150,6
Austria,Parents,65+,12,2020,Excess,106,9
Austria,Parents,65+,1,2021,Baseline,161,5
Austria,Parents,65+,1,2021,Excess,17,8
Austria,Parents,65+,2,2021,Baseline,156,6
Austria,Parents,65+,2,2021,Excess,-28,8
Austria,Parents,65+,3,2021,Baseline,130,5
Austria,Parents,65+,3,2021,Excess,-15,7
Austria,Parents,65+,4,2021,Baseline,118,5
Austria,Parents,65+,4,2021,Excess,-3,7
Austria,Parents,65+,5,2021,Baseline,109,4
Austria,Parents,65+,5,2021,Excess,3,7
Austria,Parents,65+,6,2021,Baseline,102,4
Austria,Parents,65+,6,2021,Excess,17,6
Austria,Siblings,0-14,3,2020,Baseline,2,1
Austria,Siblings,0-14,3,2020,Excess,1,2
Austria,Siblings,0-14,4,2020,Baseline,3,1
Austria,Siblings,0-14,4,2020,Excess,3,2
Austria,Siblings,0-14,5,2020,Baseline,2,1
Austria,Siblings,0-14,5,2020,Excess,-0,1
Austria,Siblings,0-14,6,2020,Baseline,3,1
Austria,Siblings,0-14,6,2020,Excess,0,2
Austria,Siblings,0-14,7,2020,Baseline,2,1
Austria,Siblings,0-14,7,2020,Excess,1,2
Austria,Siblings,0-14,8,2020,Baseline,2,1
Austria,Siblings,0-14,8,2020,Excess,0,2
Austria,Siblings,0-14,9,2020,Baseline,4,2
Austria,Siblings,0-14,9,2020,Excess,-2,3
Austria,Siblings,0-14,10,2020,Baseline,1,1
Austria,Siblings,0-14,10,2020,Excess,1,1
Austria,Siblings,0-14,11,2020,Baseline,3,1
Austria,Siblings,0-14,11,2020,Excess,-1,2
Austria,Siblings,0-14,12,2020,Baseline,3,1
Austria,Siblings,0-14,12,2020,Excess,-1,2
Austria,Siblings,0-14,1,2021,Baseline,6,2
Austria,Siblings,0-14,1,2021,Excess,-4,2
Austria,Siblings,0-14,2,2021,Baseline,3,1
Austria,Siblings,0-14,2,2021,Excess,1,2
Austria,Siblings,0-14,3,2021,Baseline,2,1
Austria,Siblings,0-14,3,2021,Excess,1,1
Austria,Siblings,0-14,4,2021,Baseline,3,1
Austria,Siblings,0-14,4,2021,Excess,-1,1
Austria,Siblings,0-14,5,2021,Baseline,2,1
Austria,Siblings,0-14,5,2021,Excess,-1,1
Austria,Siblings,0-14,6,2021,Baseline,3,1
Austria,Siblings,0-14,6,2021,Excess,-1,1
Austria,Siblings,15-29,3,2020,Baseline,3,1
Austria,Siblings,15-29,3,2020,Excess,1,2
Austria,Siblings,15-29,4,2020,Baseline,4,1
Austria,Siblings,15-29,4,2020,Excess,7,2
Austria,Siblings,15-29,5,2020,Baseline,4,1
Austria,Siblings,15-29,5,2020,Excess,2,2
Austria,Siblings,15-29,6,2020,Baseline,4,1
Austria,Siblings,15-29,6,2020,Excess,3,2
Austria,Siblings,15-29,7,2020,Baseline,5,1
Austria,Siblings,15-29,7,2020,Excess,0,2
Austria,Siblings,15-29,8,2020,Baseline,3,1
Austria,Siblings,15-29,8,2020,Excess,1,2
Austria,Siblings,15-29,9,2020,Baseline,6,1
Austria,Siblings,15-29,9,2020,Excess,3,3
Austria,Siblings,15-29,10,2020,Baseline,3,1
Austria,Siblings,15-29,10,2020,Excess,3,2
Austria,Siblings,15-29,11,2020,Baseline,7,2
Austria,Siblings,15-29,11,2020,Excess,-1,2
Austria,Siblings,15-29,12,2020,Baseline,5,1
Austria,Siblings,15-29,12,2020,Excess,-0,2
Austria,Siblings,15-29,1,2021,Baseline,7,2
Austria,Siblings,15-29,1,2021,Excess,3,3
Austria,Siblings,15-29,2,2021,Baseline,4,1
Austria,Siblings,15-29,2,2021,Excess,1,2
Austria,Siblings,15-29,3,2021,Baseline,5,1
Austria,Siblings,15-29,3,2021,Excess,5,2
Austria,Siblings,15-29,4,2021,Baseline,8,2
Austria,Siblings,15-29,4,2021,Excess,-2,3
Austria,Siblings,15-29,5,2021,Baseline,6,1
Austria,Siblings,15-29,5,2021,Excess,2,2
Austria,Siblings,15-29,6,2021,Baseline,8,2
Austria,Siblings,15-29,6,2021,Excess,-1,3
Austria,Siblings,30-44,3,2020,Baseline,18,2
Austria,Siblings,30-44,3,2020,Excess,3,4
Austria,Siblings,30-44,4,2020,Baseline,16,2
Austria,Siblings,30-44,4,2020,Excess,7,4
Austria,Siblings,30-44,5,2020,Baseline,15,2
Austria,Siblings,30-44,5,2020,Excess,4,4
Austria,Siblings,30-44,6,2020,Baseline,15,2
Austria,Siblings,30-44,6,2020,Excess,3,3
Austria,Siblings,30-44,7,2020,Baseline,22,3
Austria,Siblings,30-44,7,2020,Excess,-6,3
Austria,Siblings,30-44,8,2020,Baseline,20,2
Austria,Siblings,30-44,8,2020,Excess,-2,4
Austria,Siblings,30-44,9,2020,Baseline,20,2
Austria,Siblings,30-44,9,2020,Excess,0,3
Austria,Siblings,30-44,10,2020,Baseline,17,2
Austria,Siblings,30-44,10,2020,Excess,-5,3
Austria,Siblings,30-44,11,2020,Baseline,17,2
Austria,Siblings,30-44,11,2020,Excess,3,4
Austria,Siblings,30-44,12,2020,Baseline,19,2
Austria,Siblings,30-44,12,2020,Excess,3,3
Austria,Siblings,30-44,1,2021,Baseline,21,3
Austria,Siblings,30-44,1,2021,Excess,-1,4
Austria,Siblings,30-44,2,2021,Baseline,16,2
Austria,Siblings,30-44,2,2021,Excess,3,3
Austria,Siblings,30-44,3,2021,Baseline,20,2
Austria,Siblings,30-44,3,2021,Excess,0,3
Austria,Siblings,30-44,4,2021,Baseline,17,2
Austria,Siblings,30-44,4,2021,Excess,1,3
Austria,Siblings,30-44,5,2021,Baseline,17,2
Austria,Siblings,30-44,5,2021,Excess,5,4
Austria,Siblings,30-44,6,2021,Baseline,20,3
Austria,Siblings,30-44,6,2021,Excess,-2,4
Austria,Siblings,45-64,3,2020,Baseline,104,5
Austria,Siblings,45-64,3,2020,Excess,14,7
Austria,Siblings,45-64,4,2020,Baseline,96,4
Austria,Siblings,45-64,4,2020,Excess,13,7
Austria,Siblings,45-64,5,2020,Baseline,93,4
Austria,Siblings,45-64,5,2020,Excess,-1,6
Austria,Siblings,45-64,6,2020,Baseline,93,5
Austria,Siblings,45-64,6,2020,Excess,9,7
Austria,Siblings,45-64,7,2020,Baseline,98,5
Austria,Siblings,45-64,7,2020,Excess,-6,7
Austria,Siblings,45-64,8,2020,Baseline,103,6
Austria,Siblings,45-64,8,2020,Excess,-14,7
Austria,Siblings,45-64,9,2020,Baseline,99,4
Austria,Siblings,45-64,9,2020,Excess,2,7
Austria,Siblings,45-64,10,2020,Baseline,93,4
Austria,Siblings,45-64,10,2020,Excess,14,6
Austria,Siblings,45-64,11,2020,Baseline,93,5
Austria,Siblings,45-64,11,2020,Excess,35,6
Austria,Siblings,45-64,12,2020,Baseline,100,5
Austria,Siblings,45-64,12,2020,Excess,32,8
Austria,Siblings,45-64,1,2021,Baseline,124,5
Austria,Siblings,45-64,1,2021,Excess,4,6
Austria,Siblings,45-64,2,2021,Baseline,117,5
Austria,Siblings,45-64,2,2021,Excess,-10,7
Austria,Siblings,45-64,3,2021,Baseline,112,5
Austria,Siblings,45-64,3,2021,Excess,2,8
Austria,Siblings,45-64,4,2021,Baseline,109,5
Austria,Siblings,45-64,4,2021,Excess,6,7
Austria,Siblings,45-64,5,2021,Baseline,99,5
Austria,Siblings,45-64,5,2021,Excess,6,7
Austria,Siblings,45-64,6,2021,Baseline,98,4
Austria,Siblings,45-64,6,2021,Excess,17,6
Austria,Siblings,65+,3,2020,Baseline,361,9
Austria,Siblings,65+,3,2020,Excess,7,14
Austria,Siblings,65+,4,2020,Baseline,331,9
Austria,Siblings,65+,4,2020,Excess,22,13
Austria,Siblings,65+,5,2020,Baseline,302,9
Austria,Siblings,65+,5,2020,Excess,-4,12
Austria,Siblings,65+,6,2020,Baseline,307,9
Austria,Siblings,65+,6,2020,Excess,-20,11
Austria,Siblings,65+,7,2020,Baseline,293,8
Austria,Siblings,65+,7,2020,Excess,13,11
Austria,Siblings,65+,8,2020,Baseline,303,9
Austria,Siblings,65+,8,2020,Excess,5,13
Austria,Siblings,65+,9,2020,Baseline,304,9
Austria,Siblings,65+,9,2020,Excess,5,12
Austria,Siblings,65+,10,2020,Baseline,324,9
Austria,Siblings,65+,10,2020,Excess,30,13
Austria,Siblings,65+,11,2020,Baseline,331,8
Austria,Siblings,65+,11,2020,Excess,178,12
Austria,Siblings,65+,12,2020,Baseline,379,8
Austria,Siblings,65+,12,2020,Excess,159,13
Austria,Siblings,65+,1,2021,Baseline,393,8
Austria,Siblings,65+,1,2021,Excess,44,13
Austria,Siblings,65+,2,2021,Baseline,394,11
Austria,Siblings,65+,2,2021,Excess,-32,14
Austria,Siblings,65+,3,2021,Baseline,373,10
Austria,Siblings,65+,3,2021,Excess,-4,14
Austria,Siblings,65+,4,2021,Baseline,338,9
Austria,Siblings,65+,4,2021,Excess,18,11
Austria,Siblings,65+,5,2021,Baseline,320,7
Austria,Siblings,65+,5,2021,Excess,8,11
Austria,Siblings,65+,6,2021,Baseline,311,8
Austria,Siblings,65+,6,2021,Excess,29,12
Austria,Children,15-29,3,2020,Baseline,1,1
Austria,Children,15-29,3,2020,Excess,0,1
Austria,Children,15-29,4,2020,Baseline,1,1
Austria,Children,15-29,4,2020,Excess,-1,1
Austria,Children,15-29,5,2020,Baseline,0,0
Austria,Children,15-29,5,2020,Excess,1,1
Austria,Children,15-29,6,2020,Baseline,0,0
Austria,Children,15-29,6,2020,Excess,0,0
Austria,Children,15-29,7,2020,Baseline,0,0
Austria,Children,15-29,7,2020,Excess,0,0
Austria,Children,15-29,8,2020,Baseline,0,0
Austria,Children,15-29,8,2020,Excess,1,0
Austria,Children,15-29,9,2020,Baseline,0,0
Austria,Children,15-29,9,2020,Excess,0,1
Austria,Children,15-29,10,2020,Baseline,0,0
Austria,Children,15-29,10,2020,Excess,1,0
Austria,Children,15-29,11,2020,Baseline,0,0
Austria,Children,15-29,11,2020,Excess,0,1
Austria,Children,15-29,12,2020,Baseline,0,0
Austria,Children,15-29,12,2020,Excess,-0,0
Austria,Children,15-29,1,2021,Baseline,0,0
Austria,Children,15-29,1,2021,Excess,-0,0
Austria,Children,15-29,2,2021,Baseline,0,0
Austria,Children,15-29,2,2021,Excess,0,0
Austria,Children,15-29,3,2021,Baseline,0,0
Austria,Children,15-29,3,2021,Excess,-0,0
Austria,Children,15-29,4,2021,Baseline,0,0
Austria,Children,15-29,4,2021,Excess,0,0
Austria,Children,15-29,5,2021,Baseline,0,0
Austria,Children,15-29,5,2021,Excess,0,0
Austria,Children,15-29,6,2021,Baseline,0,0
Austria,Children,15-29,6,2021,Excess,-0,0
Austria,Children,30-44,3,2020,Baseline,1,1
Austria,Children,30-44,3,2020,Excess,1,1
Austria,Children,30-44,4,2020,Baseline,2,1
Austria,Children,30-44,4,2020,Excess,1,1
Austria,Children,30-44,5,2020,Baseline,2,1
Austria,Children,30-44,5,2020,Excess,-1,1
Austria,Children,30-44,6,2020,Baseline,1,1
Austria,Children,30-44,6,2020,Excess,1,1
Austria,Children,30-44,7,2020,Baseline,1,1
Austria,Children,30-44,7,2020,Excess,-0,1
Austria,Children,30-44,8,2020,Baseline,1,0
Austria,Children,30-44,8,2020,Excess,1,1
Austria,Children,30-44,9,2020,Baseline,2,1
Austria,Children,30-44,9,2020,Excess,-1,1
Austria,Children,30-44,10,2020,Baseline,0,0
Austria,Children,30-44,10,2020,Excess,1,1
Austria,Children,30-44,11,2020,Baseline,2,1
Austria,Children,30-44,11,2020,Excess,-1,1
Austria,Children,30-44,12,2020,Baseline,3,1
Austria,Children,30-44,12,2020,Excess,-2,1
Austria,Children,30-44,1,2021,Baseline,2,1
Austria,Children,30-44,1,2021,Excess,-0,1
Austria,Children,30-44,2,2021,Baseline,2,1
Austria,Children,30-44,2,2021,Excess,-0,1
Austria,Children,30-44,3,2021,Baseline,1,0
Austria,Children,30-44,3,2021,Excess,1,1
Austria,Children,30-44,4,2021,Baseline,1,0
Austria,Children,30-44,4,2021,Excess,-0,1
Austria,Children,30-44,5,2021,Baseline,1,1
Austria,Children,30-44,5,2021,Excess,-1,1
Austria,Children,30-44,6,2021,Baseline,1,1
Austria,Children,30-44,6,2021,Excess,-0,1
Austria,Children,45-64,3,2020,Baseline,5,1
Austria,Children,45-64,3,2020,Excess,-0,1
Austria,Children,45-64,4,2020,Baseline,5,1
Austria,Children,45-64,4,2020,Excess,4,2
Austria,Children,45-64,5,2020,Baseline,5,1
Austria,Children,45-64,5,2020,Excess,1,1
Austria,Children,45-64,6,2020,Baseline,4,1
Austria,Children,45-64,6,2020,Excess,2,1
Austria,Children,45-64,7,2020,Baseline,6,1
Austria,Children,45-64,7,2020,Excess,-1,1
Austria,Children,45-64,8,2020,Baseline,4,1
Austria,Children,45-64,8,2020,Excess,-0,1
Austria,Children,45-64,9,2020,Baseline,6,1
Austria,Children,45-64,9,2020,Excess,2,1
Austria,Children,45-64,10,2020,Baseline,4,1
Austria,Children,45-64,10,2020,Excess,1,1
Austria,Children,45-64,11,2020,Baseline,6,1
Austria,Children,45-64,11,2020,Excess,0,2
Austria,Children,45-64,12,2020,Baseline,7,1
Austria,Children,45-64,12,2020,Excess,-2,1
Austria,Children,45-64,1,2021,Baseline,6,1
Austria,Children,45-64,1,2021,Excess,0,1
