country,kintype,age,sex,month,year,measure,estimate,se
Latvia,Parents,15-29,Female,4,2020,Excess,-27,22
Latvia,Parents,15-29,Female,5,2020,Baseline,105,14
Latvia,Parents,15-29,Female,5,2020,Excess,-24,19
Latvia,Parents,15-29,Female,6,2020,Baseline,97,13
Latvia,Parents,15-29,Female,6,2020,Excess,19,19
Latvia,Parents,15-29,Female,7,2020,Baseline,90,11
Latvia,Parents,15-29,Female,7,2020,Excess,16,17
Latvia,Parents,15-29,Female,8,2020,Baseline,110,14
Latvia,Parents,15-29,Female,8,2020,Excess,-15,17
Latvia,Parents,15-29,Female,9,2020,Baseline,131,16
Latvia,Parents,15-29,Female,9,2020,Excess,-35,20
Latvia,Parents,15-29,Female,10,2020,Baseline,98,13
Latvia,Parents,15-29,Female,10,2020,Excess,4,16
Latvia,Parents,15-29,Female,11,2020,Baseline,94,12
Latvia,Parents,15-29,Female,11,2020,Excess,4,18
Latvia,Parents,15-29,Female,12,2020,Baseline,101,12
Latvia,Parents,15-29,Female,12,2020,Excess,36,20
Latvia,Parents,15-29,Female,1,2021,Baseline,134,15
Latvia,Parents,15-29,Female,1,2021,Excess,6,21
Latvia,Parents,15-29,Female,2,2021,Baseline,102,14
Latvia,Parents,15-29,Female,2,2021,Excess,10,19
Latvia,Parents,15-29,Female,3,2021,Baseline,92,12
Latvia,Parents,15-29,Female,3,2021,Excess,28,19
Latvia,Parents,15-29,Female,4,2021,Baseline,89,12
Latvia,Parents,15-29,Female,4,2021,Excess,27,19
Latvia,Parents,15-29,Female,5,2021,Baseline,113,14
Latvia,Parents,15-29,Female,5,2021,Excess,9,21
Latvia,Parents,15-29,Female,6,2021,Baseline,80,10
Latvia,Parents,15-29,Female,6,2021,Excess,67,20
Latvia,Parents,15-29,Male,3,2020,Baseline,123,14
Latvia,Parents,15-29,Male,3,2020,Excess,-54,17
Latvia,Parents,15-29,Male,4,2020,Baseline,103,12
Latvia,Parents,15-29,Male,4,2020,Excess,-32,17
Latvia,Parents,15-29,Male,5,2020,Baseline,113,14
Latvia,Parents,15-29,Male,5,2020,Excess,0,19
Latvia,Parents,15-29,Male,6,2020,Baseline,102,13
Latvia,Parents,15-29,Male,6,2020,Excess,-8,18
Latvia,Parents,15-29,Male,7,2020,Baseline,118,15
Latvia,Parents,15-29,Male,7,2020,Excess,-23,19
Latvia,Parents,15-29,Male,8,2020,Baseline,97,13
Latvia,Parents,15-29,Male,8,2020,Excess,0,19
Latvia,Parents,15-29,Male,9,2020,Baseline,123,16
Latvia,Parents,15-29,Male,9,2020,Excess,-33,22
Latvia,Parents,15-29,Male,10,2020,Baseline,124,13
Latvia,Parents,15-29,Male,10,2020,Excess,-22,19
Latvia,Parents,15-29,Male,11,2020,Baseline,91,11
Latvia,Parents,15-29,Male,11,2020,Excess,13,19
Latvia,Parents,15-29,Male,12,2020,Baseline,116,16
Latvia,Parents,15-29,Male,12,2020,Excess,7,21
Latvia,Parents,15-29,Male,1,2021,Baseline,137,15
Latvia,Parents,15-29,Male,1,2021,Excess,31,24
Latvia,Parents,15-29,Male,2,2021,Baseline,144,18
Latvia,Parents,15-29,Male,2,2021,Excess,-19,25
Latvia,Parents,15-29,Male,3,2021,Baseline,100,12
Latvia,Parents,15-29,Male,3,2021,Excess,36,21
Latvia,Parents,15-29,Male,4,2021,Baseline,97,12
Latvia,Parents,15-29,Male,4,2021,Excess,6,18
Latvia,Parents,15-29,Male,5,2021,Baseline,99,11
Latvia,Parents,15-29,Male,5,2021,Excess,28,20
Latvia,Parents,15-29,Male,6,2021,Baseline,90,12
Latvia,Parents,15-29,Male,6,2021,Excess,69,20
Latvia,Parents,30-44,Female,3,2020,Baseline,281,16
Latvia,Parents,30-44,Female,3,2020,Excess,-82,23
Latvia,Parents,30-44,Female,4,2020,Baseline,232,15
Latvia,Parents,30-44,Female,4,2020,Excess,-9,23
Latvia,Parents,30-44,Female,5,2020,Baseline,183,14
Latvia,Parents,30-44,Female,5,2020,Excess,22,19
Latvia,Parents,30-44,Female,6,2020,Baseline,227,17
Latvia,Parents,30-44,Female,6,2020,Excess,-7,22
Latvia,Parents,30-44,Female,7,2020,Baseline,216,17
Latvia,Parents,30-44,Female,7,2020,Excess,-0,21
Latvia,Parents,30-44,Female,8,2020,Baseline,221,16
Latvia,Parents,30-44,Female,8,2020,Excess,-27,23
Latvia,Parents,30-44,Female,9,2020,Baseline,241,17
Latvia,Parents,30-44,Female,9,2020,Excess,-48,22
Latvia,Parents,30-44,Female,10,2020,Baseline,234,16
Latvia,Parents,30-44,Female,10,2020,Excess,-19,23
Latvia,Parents,30-44,Female,11,2020,Baseline,232,14
Latvia,Parents,30-44,Female,11,2020,Excess,-13,21
Latvia,Parents,30-44,Female,12,2020,Baseline,228,16
Latvia,Parents,30-44,Female,12,2020,Excess,58,24
Latvia,Parents,30-44,Female,1,2021,Baseline,254,15
Latvia,Parents,30-44,Female,1,2021,Excess,41,20
Latvia,Parents,30-44,Female,2,2021,Baseline,239,14
Latvia,Parents,30-44,Female,2,2021,Excess,38,22
Latvia,Parents,30-44,Female,3,2021,Baseline,272,18
Latvia,Parents,30-44,Female,3,2021,Excess,-38,24
Latvia,Parents,30-44,Female,4,2021,Baseline,249,19
Latvia,Parents,30-44,Female,4,2021,Excess,-39,24
Latvia,Parents,30-44,Female,5,2021,Baseline,212,16
Latvia,Parents,30-44,Female,5,2021,Excess,57,19
Latvia,Parents,30-44,Female,6,2021,Baseline,207,17
Latvia,Parents,30-44,Female,6,2021,Excess,85,24
Latvia,Parents,30-44,Male,3,2020,Baseline,261,19
Latvia,Parents,30-44,Male,3,2020,Excess,-38,26
Latvia,Parents,30-44,Male,4,2020,Baseline,249,18
Latvia,Parents,30-44,Male,4,2020,Excess,-49,24
Latvia,Parents,30-44,Male,5,2020,Baseline,218,15
Latvia,Parents,30-44,Male,5,2020,Excess,30,21
Latvia,Parents,30-44,Male,6,2020,Baseline,233,17
Latvia,Parents,30-44,Male,6,2020,Excess,-21,21
Latvia,Parents,30-44,Male,7,2020,Baseline,204,16
Latvia,Parents,30-44,Male,7,2020,Excess,13,25
Latvia,Parents,30-44,Male,8,2020,Baseline,189,14
Latvia,Parents,30-44,Male,8,2020,Excess,15,20
Latvia,Parents,30-44,Male,9,2020,Baseline,212,16
Latvia,Parents,30-44,Male,9,2020,Excess,-54,20
Latvia,Parents,30-44,Male,10,2020,Baseline,200,16
Latvia,Parents,30-44,Male,10,2020,Excess,18,21
Latvia,Parents,30-44,Male,11,2020,Baseline,224,16
Latvia,Parents,30-44,Male,11,2020,Excess,19,22
Latvia,Parents,30-44,Male,12,2020,Baseline,251,16
Latvia,Parents,30-44,Male,12,2020,Excess,1,21
Latvia,Parents,30-44,Male,1,2021,Baseline,243,17
Latvia,Parents,30-44,Male,1,2021,Excess,75,22
Latvia,Parents,30-44,Male,2,2021,Baseline,232,17
Latvia,Parents,30-44,Male,2,2021,Excess,59,25
Latvia,Parents,30-44,Male,3,2021,Baseline,258,21
Latvia,Parents,30-44,Male,3,2021,Excess,-9,27
Latvia,Parents,30-44,Male,4,2021,Baseline,231,18
Latvia,Parents,30-44,Male,4,2021,Excess,-2,24
Latvia,Parents,30-44,Male,5,2021,Baseline,197,14
Latvia,Parents,30-44,Male,5,2021,Excess,23,21
Latvia,Parents,30-44,Male,6,2021,Baseline,219,18
Latvia,Parents,30-44,Male,6,2021,Excess,22,26
Latvia,Parents,45-64,Female,3,2020,Baseline,381,17
Latvia,Parents,45-64,Female,3,2020,Excess,-76,24
Latvia,Parents,45-64,Female,4,2020,Baseline,347,17
Latvia,Parents,45-64,Female,4,2020,Excess,-30,22
Latvia,Parents,45-64,Female,5,2020,Baseline,297,17
Latvia,Parents,45-64,Female,5,2020,Excess,-6,21
Latvia,Parents,45-64,Female,6,2020,Baseline,253,14
Latvia,Parents,45-64,Female,6,2020,Excess,36,20
Latvia,Parents,45-64,Female,7,2020,Baseline,275,17
Latvia,Parents,45-64,Female,7,2020,Excess,21,22
Latvia,Parents,45-64,Female,8,2020,Baseline,282,17
Latvia,Parents,45-64,Female,8,2020,Excess,-31,20
Latvia,Parents,45-64,Female,9,2020,Baseline,297,16
Latvia,Parents,45-64,Female,9,2020,Excess,23,24
Latvia,Parents,45-64,Female,10,2020,Baseline,269,15
Latvia,Parents,45-64,Female,10,2020,Excess,62,20
Latvia,Parents,45-64,Female,11,2020,Baseline,275,17
Latvia,Parents,45-64,Female,11,2020,Excess,69,26
Latvia,Parents,45-64,Female,12,2020,Baseline,332,16
Latvia,Parents,45-64,Female,12,2020,Excess,85,26
Latvia,Parents,45-64,Female,1,2021,Baseline,365,16
Latvia,Parents,45-64,Female,1,2021,Excess,108,24
Latvia,Parents,45-64,Female,2,2021,Baseline,379,17
Latvia,Parents,45-64,Female,2,2021,Excess,35,26
Latvia,Parents,45-64,Female,3,2021,Baseline,361,18
Latvia,Parents,45-64,Female,3,2021,Excess,-0,25
Latvia,Parents,45-64,Female,4,2021,Baseline,299,16
Latvia,Parents,45-64,Female,4,2021,Excess,33,24
Latvia,Parents,45-64,Female,5,2021,Baseline,320,16
Latvia,Parents,45-64,Female,5,2021,Excess,22,24
Latvia,Parents,45-64,Female,6,2021,Baseline,257,16
Latvia,Parents,45-64,Female,6,2021,Excess,87,27
Latvia,Parents,45-64,Male,3,2020,Baseline,389,19
Latvia,Parents,45-64,Male,3,2020,Excess,-96,25
Latvia,Parents,45-64,Male,4,2020,Baseline,350,17
Latvia,Parents,45-64,Male,4,2020,Excess,-22,25
Latvia,Parents,45-64,Male,5,2020,Baseline,293,18
Latvia,Parents,45-64,Male,5,2020,Excess,-18,25
Latvia,Parents,45-64,Male,6,2020,Baseline,298,16
Latvia,Parents,45-64,Male,6,2020,Excess,-2,23
Latvia,Parents,45-64,Male,7,2020,Baseline,272,16
Latvia,Parents,45-64,Male,7,2020,Excess,26,22
Latvia,Parents,45-64,Male,8,2020,Baseline,244,15
Latvia,Parents,45-64,Male,8,2020,Excess,52,21
Latvia,Parents,45-64,Male,9,2020,Baseline,276,17
Latvia,Parents,45-64,Male,9,2020,Excess,18,25
Latvia,Parents,45-64,Male,10,2020,Baseline,280,16
Latvia,Parents,45-64,Male,10,2020,Excess,52,25
Latvia,Parents,45-64,Male,11,2020,Baseline,298,15
Latvia,Parents,45-64,Male,11,2020,Excess,77,24
Latvia,Parents,45-64,Male,12,2020,Baseline,356,20
Latvia,Parents,45-64,Male,12,2020,Excess,73,31
Latvia,Parents,45-64,Male,1,2021,Baseline,369,18
Latvia,Parents,45-64,Male,1,2021,Excess,124,26
Latvia,Parents,45-64,Male,2,2021,Baseline,337,19
Latvia,Parents,45-64,Male,2,2021,Excess,87,29
Latvia,Parents,45-64,Male,3,2021,Baseline,345,16
Latvia,Parents,45-64,Male,3,2021,Excess,14,25
Latvia,Parents,45-64,Male,4,2021,Baseline,294,18
Latvia,Parents,45-64,Male,4,2021,Excess,35,26
Latvia,Parents,45-64,Male,5,2021,Baseline,272,15
Latvia,Parents,45-64,Male,5,2021,Excess,97,24
Latvia,Parents,45-64,Male,6,2021,Baseline,257,17
Latvia,Parents,45-64,Male,6,2021,Excess,67,27
Latvia,Parents,65+,Female,3,2020,Baseline,92,9
Latvia,Parents,65+,Female,3,2020,Excess,-19,12
Latvia,Parents,65+,Female,4,2020,Baseline,81,8
Latvia,Parents,65+,Female,4,2020,Excess,1,11
Latvia,Parents,65+,Female,5,2020,Baseline,75,8
Latvia,Parents,65+,Female,5,2020,Excess,-29,10
Latvia,Parents,65+,Female,6,2020,Baseline,57,7
Latvia,Parents,65+,Female,6,2020,Excess,15,10
Latvia,Parents,65+,Female,7,2020,Baseline,54,6
Latvia,Parents,65+,Female,7,2020,Excess,18,10
Latvia,Parents,65+,Female,8,2020,Baseline,70,8
Latvia,Parents,65+,Female,8,2020,Excess,11,10
Latvia,Parents,65+,Female,9,2020,Baseline,69,7
Latvia,Parents,65+,Female,9,2020,Excess,-8,9
Latvia,Parents,65+,Female,10,2020,Baseline,71,8
Latvia,Parents,65+,Female,10,2020,Excess,1,10
Latvia,Parents,65+,Female,11,2020,Baseline,70,8
Latvia,Parents,65+,Female,11,2020,Excess,14,11
Latvia,Parents,65+,Female,12,2020,Baseline,76,7
Latvia,Parents,65+,Female,12,2020,Excess,24,12
Latvia,Parents,65+,Female,1,2021,Baseline,81,7
Latvia,Parents,65+,Female,1,2021,Excess,33,10
Latvia,Parents,65+,Female,2,2021,Baseline,81,8
Latvia,Parents,65+,Female,2,2021,Excess,20,10
Latvia,Parents,65+,Female,3,2021,Baseline,80,9
Latvia,Parents,65+,Female,3,2021,Excess,11,13
Latvia,Parents,65+,Female,4,2021,Baseline,69,7
Latvia,Parents,65+,Female,4,2021,Excess,8,11
Latvia,Parents,65+,Female,5,2021,Baseline,63,6
Latvia,Parents,65+,Female,5,2021,Excess,7,9
Latvia,Parents,65+,Female,6,2021,Baseline,52,7
Latvia,Parents,65+,Female,6,2021,Excess,16,10
Latvia,Parents,65+,Male,3,2020,Baseline,119,12
Latvia,Parents,65+,Male,3,2020,Excess,-17,15
Latvia,Parents,65+,Male,4,2020,Baseline,88,10
Latvia,Parents,65+,Male,4,2020,Excess,6,14
Latvia,Parents,65+,Male,5,2020,Baseline,92,11
Latvia,Parents,65+,Male,5,2020,Excess,-22,14
Latvia,Parents,65+,Male,6,2020,Baseline,75,9
Latvia,Parents,65+,Male,6,2020,Excess,34,16
Latvia,Parents,65+,Male,7,2020,Baseline,89,11
Latvia,Parents,65+,Male,7,2020,Excess,-3,15
Latvia,Parents,65+,Male,8,2020,Baseline,86,11
Latvia,Parents,65+,Male,8,2020,Excess,9,14
Latvia,Parents,65+,Male,9,2020,Baseline,80,11
Latvia,Parents,65+,Male,9,2020,Excess,9,15
Latvia,Parents,65+,Male,10,2020,Baseline,94,11
Latvia,Parents,65+,Male,10,2020,Excess,22,16
Latvia,Parents,65+,Male,11,2020,Baseline,62,9
Latvia,Parents,65+,Male,11,2020,Excess,43,13
Latvia,Parents,65+,Male,12,2020,Baseline,94,11
Latvia,Parents,65+,Male,12,2020,Excess,26,18
Latvia,Parents,65+,Male,1,2021,Baseline,114,13
Latvia,Parents,65+,Male,1,2021,Excess,18,18
Latvia,Parents,65+,Male,2,2021,Baseline,92,11
Latvia,Parents,65+,Male,2,2021,Excess,20,16
Latvia,Parents,65+,Male,3,2021,Baseline,102,12
Latvia,Parents,65+,Male,3,2021,Excess,5,16
Latvia,Parents,65+,Male,4,2021,Baseline,101,12
Latvia,Parents,65+,Male,4,2021,Excess,-24,17
Latvia,Parents,65+,Male,5,2021,Baseline,100,11
Latvia,Parents,65+,Male,5,2021,Excess,-9,16
Latvia,Parents,65+,Male,6,2021,Baseline,75,9
Latvia,Parents,65+,Male,6,2021,Excess,12,15
Latvia,Siblings,0-14,Female,3,2020,Baseline,4,2
Latvia,Siblings,0-14,Female,3,2020,Excess,-2,3
Latvia,Siblings,0-14,Female,4,2020,Baseline,7,4
Latvia,Siblings,0-14,Female,4,2020,Excess,4,7
Latvia,Siblings,0-14,Female,5,2020,Baseline,11,4
Latvia,Siblings,0-14,Female,5,2020,Excess,-2,6
Latvia,Siblings,0-14,Female,6,2020,Baseline,1,1
Latvia,Siblings,0-14,Female,6,2020,Excess,2,3
Latvia,Siblings,0-14,Female,7,2020,Baseline,5,3
Latvia,Siblings,0-14,Female,7,2020,Excess,-1,4
Latvia,Siblings,0-14,Female,8,2020,Baseline,5,2
Latvia,Siblings,0-14,Female,8,2020,Excess,-0,3
Latvia,Siblings,0-14,Female,9,2020,Baseline,6,3
Latvia,Siblings,0-14,Female,9,2020,Excess,5,6
Latvia,Siblings,0-14,Female,10,2020,Baseline,4,3
Latvia,Siblings,0-14,Female,10,2020,Excess,0,5
Latvia,Siblings,0-14,Female,11,2020,Baseline,7,3
Latvia,Siblings,0-14,Female,11,2020,Excess,3,5
Latvia,Siblings,0-14,Female,12,2020,Baseline,5,2
Latvia,Siblings,0-14,Female,12,2020,Excess,0,3
Latvia,Siblings,0-14,Female,1,2021,Baseline,9,4
Latvia,Siblings,0-14,Female,1,2021,Excess,-0,6
Latvia,Siblings,0-14,Female,2,2021,Baseline,14,6
Latvia,Siblings,0-14,Female,2,2021,Excess,-11,7
Latvia,Siblings,0-14,Female,3,2021,Baseline,4,2
Latvia,Siblings,0-14,Female,3,2021,Excess,2,4
Latvia,Siblings,0-14,Female,4,2021,Baseline,4,2
Latvia,Siblings,0-14,Female,4,2021,Excess,1,3
Latvia,Siblings,0-14,Female,5,2021,Baseline,8,4
Latvia,Siblings,0-14,Female,5,2021,Excess,-1,6
Latvia,Siblings,0-14,Female,6,2021,Baseline,3,2
Latvia,Siblings,0-14,Female,6,2021,Excess,2,3
Latvia,Siblings,0-14,Male,3,2020,Baseline,7,3
Latvia,Siblings,0-14,Male,3,2020,Excess,-1,4
Latvia,Siblings,0-14,Male,4,2020,Baseline,10,4
Latvia,Siblings,0-14,Male,4,2020,Excess,0,6
Latvia,Siblings,0-14,Male,5,2020,Baseline,9,5
Latvia,Siblings,0-14,Male,5,2020,Excess,-1,5
Latvia,Siblings,0-14,Male,6,2020,Baseline,8,4
Latvia,Siblings,0-14,Male,6,2020,Excess,-4,4
Latvia,Siblings,0-14,Male,7,2020,Baseline,13,4
Latvia,Siblings,0-14,Male,7,2020,Excess,-10,4
Latvia,Siblings,0-14,Male,8,2020,Baseline,8,4
Latvia,Siblings,0-14,Male,8,2020,Excess,-4,5
Latvia,Siblings,0-14,Male,9,2020,Baseline,6,3
Latvia,Siblings,0-14,Male,9,2020,Excess,1,4
Latvia,Siblings,0-14,Male,10,2020,Baseline,7,3
Latvia,Siblings,0-14,Male,10,2020,Excess,-1,4
Latvia,Siblings,0-14,Male,11,2020,Baseline,5,2
Latvia,Siblings,0-14,Male,11,2020,Excess,2,4
Latvia,Siblings,0-14,Male,12,2020,Baseline,4,2
Latvia,Siblings,0-14,Male,12,2020,Excess,-1,3
Latvia,Siblings,0-14,Male,1,2021,Baseline,3,2
Latvia,Siblings,0-14,Male,1,2021,Excess,4,4
Latvia,Siblings,0-14,Male,2,2021,Baseline,3,2
Latvia,Siblings,0-14,Male,2,2021,Excess,-1,3
Latvia,Siblings,0-14,Male,3,2021,Baseline,5,2
Latvia,Siblings,0-14,Male,3,2021,Excess,-0,3
Latvia,Siblings,0-14,Male,4,2021,Baseline,2,2
Latvia,Siblings,0-14,Male,4,2021,Excess,1,3
Latvia,Siblings,0-14,Male,5,2021,Baseline,6,3
Latvia,Siblings,0-14,Male,5,2021,Excess,-2,4
Latvia,Siblings,0-14,Male,6,2021,Baseline,6,3
Latvia,Siblings,0-14,Male,6,2021,Excess,-2,4
Latvia,Siblings,15-29,Female,3,2020,Baseline,27,7
Latvia,Siblings,15-29,Female,3,2020,Excess,-18,7
Latvia,Siblings,15-29,Female,4,2020,Baseline,12,5
Latvia,Siblings,15-29,Female,4,2020,Excess,9,8
Latvia,Siblings,15-29,Female,5,2020,Baseline,20,6
Latvia,Siblings,15-29,Female,5,2020,Excess,-10,7
Latvia,Siblings,15-29,Female,6,2020,Baseline,15,6
Latvia,Siblings,15-29,Female,6,2020,Excess,-2,8
Latvia,Siblings,15-29,Female,7,2020,Baseline,18,6
Latvia,Siblings,15-29,Female,7,2020,Excess,7,9
Latvia,Siblings,15-29,Female,8,2020,Baseline,16,6
Latvia,Siblings,15-29,Female,8,2020,Excess,-6,7
Latvia,Siblings,15-29,Female,9,2020,Baseline,12,7
Latvia,Siblings,15-29,Female,9,2020,Excess,1,8
Latvia,Siblings,15-29,Female,10,2020,Baseline,21,7
Latvia,Siblings,15-29,Female,10,2020,Excess,-6,9
Latvia,Siblings,15-29,Female,11,2020,Baseline,22,6
Latvia,Siblings,15-29,Female,11,2020,Excess,-9,7
Latvia,Siblings,15-29,Female,12,2020,Baseline,21,6
Latvia,Siblings,15-29,Female,12,2020,Excess,-2,7
Latvia,Siblings,15-29,Female,1,2021,Baseline,20,6
Latvia,Siblings,15-29,Female,1,2021,Excess,6,10
Latvia,Siblings,15-29,Female,2,2021,Baseline,24,7
Latvia,Siblings,15-29,Female,2,2021,Excess,-7,8
Latvia,Siblings,15-29,Female,3,2021,Baseline,16,6
Latvia,Siblings,15-29,Female,3,2021,Excess,11,9
Latvia,Siblings,15-29,Female,4,2021,Baseline,23,6
Latvia,Siblings,15-29,Female,4,2021,Excess,-15,7
Latvia,Siblings,15-29,Female,5,2021,Baseline,21,6
Latvia,Siblings,15-29,Female,5,2021,Excess,-9,8
Latvia,Siblings,15-29,Female,6,2021,Baseline,18,6
Latvia,Siblings,15-29,Female,6,2021,Excess,3,9
Latvia,Siblings,15-29,Male,3,2020,Baseline,13,5
Latvia,Siblings,15-29,Male,3,2020,Excess,1,7
Latvia,Siblings,15-29,Male,4,2020,Baseline,19,6
Latvia,Siblings,15-29,Male,4,2020,Excess,2,8
Latvia,Siblings,15-29,Male,5,2020,Baseline,21,6
Latvia,Siblings,15-29,Male,5,2020,Excess,-7,8
Latvia,Siblings,15-29,Male,6,2020,Baseline,18,6
Latvia,Siblings,15-29,Male,6,2020,Excess,-6,8
Latvia,Siblings,15-29,Male,7,2020,Baseline,17,6
Latvia,Siblings,15-29,Male,7,2020,Excess,1,9
Latvia,Siblings,15-29,Male,8,2020,Baseline,9,4
Latvia,Siblings,15-29,Male,8,2020,Excess,11,5
Latvia,Siblings,15-29,Male,9,2020,Baseline,9,4
Latvia,Siblings,15-29,Male,9,2020,Excess,9,7
Latvia,Siblings,15-29,Male,10,2020,Baseline,12,4
Latvia,Siblings,15-29,Male,10,2020,Excess,7,7
Latvia,Siblings,15-29,Male,11,2020,Baseline,14,4
Latvia,Siblings,15-29,Male,11,2020,Excess,11,7
Latvia,Siblings,15-29,Male,12,2020,Baseline,14,4
Latvia,Siblings,15-29,Male,12,2020,Excess,1,6
Latvia,Siblings,15-29,Male,1,2021,Baseline,19,5
Latvia,Siblings,15-29,Male,1,2021,Excess,-1,8
Latvia,Siblings,15-29,Male,2,2021,Baseline,24,6
Latvia,Siblings,15-29,Male,2,2021,Excess,-5,9
Latvia,Siblings,15-29,Male,3,2021,Baseline,12,4
Latvia,Siblings,15-29,Male,3,2021,Excess,6,6
Latvia,Siblings,15-29,Male,4,2021,Baseline,14,4
Latvia,Siblings,15-29,Male,4,2021,Excess,15,8
Latvia,Siblings,15-29,Male,5,2021,Baseline,21,6
Latvia,Siblings,15-29,Male,5,2021,Excess,-4,8
Latvia,Siblings,15-29,Male,6,2021,Baseline,6,3
Latvia,Siblings,15-29,Male,6,2021,Excess,7,5
Latvia,Siblings,30-44,Female,3,2020,Baseline,43,7
Latvia,Siblings,30-44,Female,3,2020,Excess,-13,9
Latvia,Siblings,30-44,Female,4,2020,Baseline,49,8
Latvia,Siblings,30-44,Female,4,2020,Excess,-5,11
Latvia,Siblings,30-44,Female,5,2020,Baseline,49,8
Latvia,Siblings,30-44,Female,5,2020,Excess,-3,10
Latvia,Siblings,30-44,Female,6,2020,Baseline,25,5
Latvia,Siblings,30-44,Female,6,2020,Excess,15,9
Latvia,Siblings,30-44,Female,7,2020,Baseline,35,7
Latvia,Siblings,30-44,Female,7,2020,Excess,19,11
Latvia,Siblings,30-44,Female,8,2020,Baseline,43,6
Latvia,Siblings,30-44,Female,8,2020,Excess,-3,10
Latvia,Siblings,30-44,Female,9,2020,Baseline,45,7
Latvia,Siblings,30-44,Female,9,2020,Excess,2,10
Latvia,Siblings,30-44,Female,10,2020,Baseline,41,7
Latvia,Siblings,30-44,Female,10,2020,Excess,11,11
Latvia,Siblings,30-44,Female,11,2020,Baseline,46,7
Latvia,Siblings,30-44,Female,11,2020,Excess,3,9
Latvia,Siblings,30-44,Female,12,2020,Baseline,46,7
Latvia,Siblings,30-44,Female,12,2020,Excess,11,10
Latvia,Siblings,30-44,Female,1,2021,Baseline,47,7
Latvia,Siblings,30-44,Female,1,2021,Excess,5,10
Latvia,Siblings,30-44,Female,2,2021,Baseline,52,8
Latvia,Siblings,30-44,Female,2,2021,Excess,-3,11
Latvia,Siblings,30-44,Female,3,2021,Baseline,39,6
Latvia,Siblings,30-44,Female,3,2021,Excess,10,9
Latvia,Siblings,30-44,Female,4,2021,Baseline,48,7
Latvia,Siblings,30-44,Female,4,2021,Excess,5,11
Latvia,Siblings,30-44,Female,5,2021,Baseline,54,9
Latvia,Siblings,30-44,Female,5,2021,Excess,-5,11
Latvia,Siblings,30-44,Female,6,2021,Baseline,41,6
Latvia,Siblings,30-44,Female,6,2021,Excess,16,10
Latvia,Siblings,30-44,Male,3,2020,Baseline,52,8
Latvia,Siblings,30-44,Male,3,2020,Excess,-15,11
Latvia,Siblings,30-44,Male,4,2020,Baseline,51,9
Latvia,Siblings,30-44,Male,4,2020,Excess,-13,11
Latvia,Siblings,30-44,Male,5,2020,Baseline,52,8
Latvia,Siblings,30-44,Male,5,2020,Excess,-8,11
Latvia,Siblings,30-44,Male,6,2020,Baseline,31,6
Latvia,Siblings,30-44,Male,6,2020,Excess,4,9
Latvia,Siblings,30-44,Male,7,2020,Baseline,38,6
Latvia,Siblings,30-44,Male,7,2020,Excess,15,9
Latvia,Siblings,30-44,Male,8,2020,Baseline,44,8
Latvia,Siblings,30-44,Male,8,2020,Excess,-5,10
Latvia,Siblings,30-44,Male,9,2020,Baseline,63,9
Latvia,Siblings,30-44,Male,9,2020,Excess,-18,11
Latvia,Siblings,30-44,Male,10,2020,Baseline,42,7
Latvia,Siblings,30-44,Male,10,2020,Excess,-3,9
Latvia,Siblings,30-44,Male,11,2020,Baseline,47,7
Latvia,Siblings,30-44,Male,11,2020,Excess,-3,11
Latvia,Siblings,30-44,Male,12,2020,Baseline,47,7
Latvia,Siblings,30-44,Male,12,2020,Excess,20,11
Latvia,Siblings,30-44,Male,1,2021,Baseline,64,9
Latvia,Siblings,30-44,Male,1,2021,Excess,-9,12
Latvia,Siblings,30-44,Male,2,2021,Baseline,50,7
Latvia,Siblings,30-44,Male,2,2021,Excess,11,12
Latvia,Siblings,30-44,Male,3,2021,Baseline,61,9
Latvia,Siblings,30-44,Male,3,2021,Excess,0,12
Latvia,Siblings,30-44,Male,4,2021,Baseline,43,7
Latvia,Siblings,30-44,Male,4,2021,Excess,-1,11
Latvia,Siblings,30-44,Male,5,2021,Baseline,47,8
Latvia,Siblings,30-44,Male,5,2021,Excess,0,11
Latvia,Siblings,30-44,Male,6,2021,Baseline,46,6
Latvia,Siblings,30-44,Male,6,2021,Excess,26,12
Latvia,Siblings,45-64,Female,3,2020,Baseline,165,12
Latvia,Siblings,45-64,Female,3,2020,Excess,-21,17
Latvia,Siblings,45-64,Female,4,2020,Baseline,138,11
Latvia,Siblings,45-64,Female,4,2020,Excess,-34,15
Latvia,Siblings,45-64,Female,5,2020,Baseline,133,10
Latvia,Siblings,45-64,Female,5,2020,Excess,19,17
Latvia,Siblings,45-64,Female,6,2020,Baseline,134,11
Latvia,Siblings,45-64,Female,6,2020,Excess,8,15
Latvia,Siblings,45-64,Female,7,2020,Baseline,130,9
Latvia,Siblings,45-64,Female,7,2020,Excess,12,14
Latvia,Siblings,45-64,Female,8,2020,Baseline,113,10
Latvia,Siblings,45-64,Female,8,2020,Excess,19,15
Latvia,Siblings,45-64,Female,9,2020,Baseline,138,12
Latvia,Siblings,45-64,Female,9,2020,Excess,-24,16
Latvia,Siblings,45-64,Female,10,2020,Baseline,147,11
Latvia,Siblings,45-64,Female,10,2020,Excess,-7,17
Latvia,Siblings,45-64,Female,11,2020,Baseline,136,11
Latvia,Siblings,45-64,Female,11,2020,Excess,10,14
Latvia,Siblings,45-64,Female,12,2020,Baseline,129,9
Latvia,Siblings,45-64,Female,12,2020,Excess,72,19
