country,kintype,age,sex,month,year,measure,estimate,se
Austria,Grandparents,0-14,Female,3,2020,Baseline,350,21
Austria,Grandparents,0-14,Female,3,2020,Excess,44,27
Austria,Grandparents,0-14,Female,4,2020,Baseline,326,19
Austria,Grandparents,0-14,Female,4,2020,Excess,34,25
Austria,Grandparents,0-14,Female,5,2020,Baseline,329,18
Austria,Grandparents,0-14,Female,5,2020,Excess,-28,25
Austria,Grandparents,0-14,Female,6,2020,Baseline,326,19
Austria,Grandparents,0-14,Female,6,2020,Excess,-20,27
Austria,Grandparents,0-14,Female,7,2020,Baseline,280,17
Austria,Grandparents,0-14,Female,7,2020,Excess,1,24
Austria,Grandparents,0-14,Female,8,2020,Baseline,320,16
Austria,Grandparents,0-14,Female,8,2020,Excess,-1,22
Austria,Grandparents,0-14,Female,9,2020,Baseline,349,19
Austria,Grandparents,0-14,Female,9,2020,Excess,7,26
Austria,Grandparents,0-14,Female,10,2020,Baseline,356,17
Austria,Grandparents,0-14,Female,10,2020,Excess,26,28
Austria,Grandparents,0-14,Female,11,2020,Baseline,345,15
Austria,Grandparents,0-14,Female,11,2020,Excess,124,25
Austria,Grandparents,0-14,Female,12,2020,Baseline,382,18
Austria,Grandparents,0-14,Female,12,2020,Excess,131,29
Austria,Grandparents,0-14,Female,1,2021,Baseline,429,17
Austria,Grandparents,0-14,Female,1,2021,Excess,-37,28
Austria,Grandparents,0-14,Female,2,2021,Baseline,417,22
Austria,Grandparents,0-14,Female,2,2021,Excess,-43,30
Austria,Grandparents,0-14,Female,3,2021,Baseline,398,24
Austria,Grandparents,0-14,Female,3,2021,Excess,-14,31
Austria,Grandparents,0-14,Female,4,2021,Baseline,383,20
Austria,Grandparents,0-14,Female,4,2021,Excess,-10,26
Austria,Grandparents,0-14,Female,5,2021,Baseline,373,21
Austria,Grandparents,0-14,Female,5,2021,Excess,-11,29
Austria,Grandparents,0-14,Female,6,2021,Baseline,357,16
Austria,Grandparents,0-14,Female,6,2021,Excess,-3,24
Austria,Grandparents,0-14,Male,3,2020,Baseline,349,19
Austria,Grandparents,0-14,Male,3,2020,Excess,21,28
Austria,Grandparents,0-14,Male,4,2020,Baseline,334,18
Austria,Grandparents,0-14,Male,4,2020,Excess,39,29
Austria,Grandparents,0-14,Male,5,2020,Baseline,321,17
Austria,Grandparents,0-14,Male,5,2020,Excess,-0,25
Austria,Grandparents,0-14,Male,6,2020,Baseline,292,15
Austria,Grandparents,0-14,Male,6,2020,Excess,-2,23
Austria,Grandparents,0-14,Male,7,2020,Baseline,287,19
Austria,Grandparents,0-14,Male,7,2020,Excess,43,27
Austria,Grandparents,0-14,Male,8,2020,Baseline,314,18
Austria,Grandparents,0-14,Male,8,2020,Excess,6,29
Austria,Grandparents,0-14,Male,9,2020,Baseline,324,17
Austria,Grandparents,0-14,Male,9,2020,Excess,19,23
Austria,Grandparents,0-14,Male,10,2020,Baseline,324,17
Austria,Grandparents,0-14,Male,10,2020,Excess,25,24
Austria,Grandparents,0-14,Male,11,2020,Baseline,341,17
Austria,Grandparents,0-14,Male,11,2020,Excess,147,26
Austria,Grandparents,0-14,Male,12,2020,Baseline,377,21
Austria,Grandparents,0-14,Male,12,2020,Excess,127,34
Austria,Grandparents,0-14,Male,1,2021,Baseline,417,19
Austria,Grandparents,0-14,Male,1,2021,Excess,9,30
Austria,Grandparents,0-14,Male,2,2021,Baseline,375,18
Austria,Grandparents,0-14,Male,2,2021,Excess,2,28
Austria,Grandparents,0-14,Male,3,2021,Baseline,349,20
Austria,Grandparents,0-14,Male,3,2021,Excess,39,28
Austria,Grandparents,0-14,Male,4,2021,Baseline,376,18
Austria,Grandparents,0-14,Male,4,2021,Excess,31,27
Austria,Grandparents,0-14,Male,5,2021,Baseline,365,17
Austria,Grandparents,0-14,Male,5,2021,Excess,-2,24
Austria,Grandparents,0-14,Male,6,2021,Baseline,305,15
Austria,Grandparents,0-14,Male,6,2021,Excess,38,23
Austria,Grandparents,15-29,Female,3,2020,Baseline,736,28
Austria,Grandparents,15-29,Female,3,2020,Excess,25,38
Austria,Grandparents,15-29,Female,4,2020,Baseline,633,23
Austria,Grandparents,15-29,Female,4,2020,Excess,61,36
Austria,Grandparents,15-29,Female,5,2020,Baseline,604,23
Austria,Grandparents,15-29,Female,5,2020,Excess,-9,31
Austria,Grandparents,15-29,Female,6,2020,Baseline,609,26
Austria,Grandparents,15-29,Female,6,2020,Excess,-9,34
Austria,Grandparents,15-29,Female,7,2020,Baseline,593,22
Austria,Grandparents,15-29,Female,7,2020,Excess,29,30
Austria,Grandparents,15-29,Female,8,2020,Baseline,615,25
Austria,Grandparents,15-29,Female,8,2020,Excess,3,35
Austria,Grandparents,15-29,Female,9,2020,Baseline,601,21
Austria,Grandparents,15-29,Female,9,2020,Excess,58,33
Austria,Grandparents,15-29,Female,10,2020,Baseline,647,28
Austria,Grandparents,15-29,Female,10,2020,Excess,65,38
Austria,Grandparents,15-29,Female,11,2020,Baseline,680,27
Austria,Grandparents,15-29,Female,11,2020,Excess,389,39
Austria,Grandparents,15-29,Female,12,2020,Baseline,766,23
Austria,Grandparents,15-29,Female,12,2020,Excess,357,39
Austria,Grandparents,15-29,Female,1,2021,Baseline,831,26
Austria,Grandparents,15-29,Female,1,2021,Excess,51,36
Austria,Grandparents,15-29,Female,2,2021,Baseline,804,29
Austria,Grandparents,15-29,Female,2,2021,Excess,-72,38
Austria,Grandparents,15-29,Female,3,2021,Baseline,799,31
Austria,Grandparents,15-29,Female,3,2021,Excess,-102,41
Austria,Grandparents,15-29,Female,4,2021,Baseline,675,27
Austria,Grandparents,15-29,Female,4,2021,Excess,57,36
Austria,Grandparents,15-29,Female,5,2021,Baseline,653,25
Austria,Grandparents,15-29,Female,5,2021,Excess,12,29
Austria,Grandparents,15-29,Female,6,2021,Baseline,610,23
Austria,Grandparents,15-29,Female,6,2021,Excess,67,33
Austria,Grandparents,15-29,Male,3,2020,Baseline,744,24
Austria,Grandparents,15-29,Male,3,2020,Excess,22,39
Austria,Grandparents,15-29,Male,4,2020,Baseline,644,23
Austria,Grandparents,15-29,Male,4,2020,Excess,64,34
Austria,Grandparents,15-29,Male,5,2020,Baseline,616,22
Austria,Grandparents,15-29,Male,5,2020,Excess,-6,32
Austria,Grandparents,15-29,Male,6,2020,Baseline,624,25
Austria,Grandparents,15-29,Male,6,2020,Excess,-35,31
Austria,Grandparents,15-29,Male,7,2020,Baseline,567,22
Austria,Grandparents,15-29,Male,7,2020,Excess,56,35
Austria,Grandparents,15-29,Male,8,2020,Baseline,586,21
Austria,Grandparents,15-29,Male,8,2020,Excess,26,35
Austria,Grandparents,15-29,Male,9,2020,Baseline,613,24
Austria,Grandparents,15-29,Male,9,2020,Excess,21,36
Austria,Grandparents,15-29,Male,10,2020,Baseline,626,24
Austria,Grandparents,15-29,Male,10,2020,Excess,86,37
Austria,Grandparents,15-29,Male,11,2020,Baseline,712,29
Austria,Grandparents,15-29,Male,11,2020,Excess,351,41
Austria,Grandparents,15-29,Male,12,2020,Baseline,746,24
Austria,Grandparents,15-29,Male,12,2020,Excess,334,38
Austria,Grandparents,15-29,Male,1,2021,Baseline,841,25
Austria,Grandparents,15-29,Male,1,2021,Excess,51,37
Austria,Grandparents,15-29,Male,2,2021,Baseline,768,25
Austria,Grandparents,15-29,Male,2,2021,Excess,-38,35
Austria,Grandparents,15-29,Male,3,2021,Baseline,757,25
Austria,Grandparents,15-29,Male,3,2021,Excess,-29,36
Austria,Grandparents,15-29,Male,4,2021,Baseline,663,20
Austria,Grandparents,15-29,Male,4,2021,Excess,67,29
Austria,Grandparents,15-29,Male,5,2021,Baseline,675,25
Austria,Grandparents,15-29,Male,5,2021,Excess,-1,32
Austria,Grandparents,15-29,Male,6,2021,Baseline,626,23
Austria,Grandparents,15-29,Male,6,2021,Excess,23,30
Austria,Grandparents,30-44,Female,3,2020,Baseline,756,25
Austria,Grandparents,30-44,Female,3,2020,Excess,-6,38
Austria,Grandparents,30-44,Female,4,2020,Baseline,630,23
Austria,Grandparents,30-44,Female,4,2020,Excess,93,32
Austria,Grandparents,30-44,Female,5,2020,Baseline,598,21
Austria,Grandparents,30-44,Female,5,2020,Excess,3,29
Austria,Grandparents,30-44,Female,6,2020,Baseline,583,23
Austria,Grandparents,30-44,Female,6,2020,Excess,33,33
Austria,Grandparents,30-44,Female,7,2020,Baseline,598,20
Austria,Grandparents,30-44,Female,7,2020,Excess,12,30
Austria,Grandparents,30-44,Female,8,2020,Baseline,634,24
Austria,Grandparents,30-44,Female,8,2020,Excess,-29,35
Austria,Grandparents,30-44,Female,9,2020,Baseline,560,22
Austria,Grandparents,30-44,Female,9,2020,Excess,45,32
Austria,Grandparents,30-44,Female,10,2020,Baseline,621,21
Austria,Grandparents,30-44,Female,10,2020,Excess,102,31
Austria,Grandparents,30-44,Female,11,2020,Baseline,670,23
Austria,Grandparents,30-44,Female,11,2020,Excess,440,38
Austria,Grandparents,30-44,Female,12,2020,Baseline,761,24
Austria,Grandparents,30-44,Female,12,2020,Excess,436,38
Austria,Grandparents,30-44,Female,1,2021,Baseline,800,24
Austria,Grandparents,30-44,Female,1,2021,Excess,93,35
Austria,Grandparents,30-44,Female,2,2021,Baseline,761,26
Austria,Grandparents,30-44,Female,2,2021,Excess,-42,32
Austria,Grandparents,30-44,Female,3,2021,Baseline,716,21
Austria,Grandparents,30-44,Female,3,2021,Excess,-104,32
Austria,Grandparents,30-44,Female,4,2021,Baseline,600,21
Austria,Grandparents,30-44,Female,4,2021,Excess,48,29
Austria,Grandparents,30-44,Female,5,2021,Baseline,602,19
Austria,Grandparents,30-44,Female,5,2021,Excess,26,26
Austria,Grandparents,30-44,Female,6,2021,Baseline,558,23
Austria,Grandparents,30-44,Female,6,2021,Excess,55,30
Austria,Grandparents,30-44,Male,3,2020,Baseline,724,24
Austria,Grandparents,30-44,Male,3,2020,Excess,48,34
Austria,Grandparents,30-44,Male,4,2020,Baseline,604,21
Austria,Grandparents,30-44,Male,4,2020,Excess,92,31
Austria,Grandparents,30-44,Male,5,2020,Baseline,594,22
Austria,Grandparents,30-44,Male,5,2020,Excess,-5,27
Austria,Grandparents,30-44,Male,6,2020,Baseline,599,22
Austria,Grandparents,30-44,Male,6,2020,Excess,-0,29
Austria,Grandparents,30-44,Male,7,2020,Baseline,622,21
Austria,Grandparents,30-44,Male,7,2020,Excess,-67,28
Austria,Grandparents,30-44,Male,8,2020,Baseline,600,24
Austria,Grandparents,30-44,Male,8,2020,Excess,22,34
Austria,Grandparents,30-44,Male,9,2020,Baseline,599,21
Austria,Grandparents,30-44,Male,9,2020,Excess,21,30
Austria,Grandparents,30-44,Male,10,2020,Baseline,632,23
Austria,Grandparents,30-44,Male,10,2020,Excess,74,32
Austria,Grandparents,30-44,Male,11,2020,Baseline,671,23
Austria,Grandparents,30-44,Male,11,2020,Excess,481,39
Austria,Grandparents,30-44,Male,12,2020,Baseline,764,25
Austria,Grandparents,30-44,Male,12,2020,Excess,421,43
Austria,Grandparents,30-44,Male,1,2021,Baseline,829,25
Austria,Grandparents,30-44,Male,1,2021,Excess,58,36
Austria,Grandparents,30-44,Male,2,2021,Baseline,773,26
Austria,Grandparents,30-44,Male,2,2021,Excess,-67,34
Austria,Grandparents,30-44,Male,3,2021,Baseline,761,24
Austria,Grandparents,30-44,Male,3,2021,Excess,-130,33
Austria,Grandparents,30-44,Male,4,2021,Baseline,659,27
Austria,Grandparents,30-44,Male,4,2021,Excess,-58,37
Austria,Grandparents,30-44,Male,5,2021,Baseline,637,20
Austria,Grandparents,30-44,Male,5,2021,Excess,-25,27
Austria,Grandparents,30-44,Male,6,2021,Baseline,576,22
Austria,Grandparents,30-44,Male,6,2021,Excess,45,31
Austria,Grandparents,45-64,Female,3,2020,Baseline,132,7
Austria,Grandparents,45-64,Female,3,2020,Excess,-10,11
Austria,Grandparents,45-64,Female,4,2020,Baseline,106,5
Austria,Grandparents,45-64,Female,4,2020,Excess,10,9
Austria,Grandparents,45-64,Female,5,2020,Baseline,107,6
Austria,Grandparents,45-64,Female,5,2020,Excess,-14,8
Austria,Grandparents,45-64,Female,6,2020,Baseline,104,6
Austria,Grandparents,45-64,Female,6,2020,Excess,-1,9
Austria,Grandparents,45-64,Female,7,2020,Baseline,106,6
Austria,Grandparents,45-64,Female,7,2020,Excess,-15,8
Austria,Grandparents,45-64,Female,8,2020,Baseline,107,7
Austria,Grandparents,45-64,Female,8,2020,Excess,-10,9
Austria,Grandparents,45-64,Female,9,2020,Baseline,92,6
Austria,Grandparents,45-64,Female,9,2020,Excess,7,9
Austria,Grandparents,45-64,Female,10,2020,Baseline,102,6
Austria,Grandparents,45-64,Female,10,2020,Excess,16,9
Austria,Grandparents,45-64,Female,11,2020,Baseline,105,6
Austria,Grandparents,45-64,Female,11,2020,Excess,89,10
Austria,Grandparents,45-64,Female,12,2020,Baseline,117,6
Austria,Grandparents,45-64,Female,12,2020,Excess,116,11
Austria,Grandparents,45-64,Female,1,2021,Baseline,131,7
Austria,Grandparents,45-64,Female,1,2021,Excess,14,9
Austria,Grandparents,45-64,Female,2,2021,Baseline,126,7
Austria,Grandparents,45-64,Female,2,2021,Excess,-33,8
Austria,Grandparents,45-64,Female,3,2021,Baseline,102,6
Austria,Grandparents,45-64,Female,3,2021,Excess,-17,9
Austria,Grandparents,45-64,Female,4,2021,Baseline,98,7
Austria,Grandparents,45-64,Female,4,2021,Excess,-9,9
Austria,Grandparents,45-64,Female,5,2021,Baseline,103,6
Austria,Grandparents,45-64,Female,5,2021,Excess,-13,8
Austria,Grandparents,45-64,Female,6,2021,Baseline,80,5
Austria,Grandparents,45-64,Female,6,2021,Excess,14,7
Austria,Grandparents,45-64,Male,3,2020,Baseline,128,8
Austria,Grandparents,45-64,Male,3,2020,Excess,1,11
Austria,Grandparents,45-64,Male,4,2020,Baseline,105,6
Austria,Grandparents,45-64,Male,4,2020,Excess,10,9
Austria,Grandparents,45-64,Male,5,2020,Baseline,110,7
Austria,Grandparents,45-64,Male,5,2020,Excess,-6,9
Austria,Grandparents,45-64,Male,6,2020,Baseline,106,6
Austria,Grandparents,45-64,Male,6,2020,Excess,6,10
Austria,Grandparents,45-64,Male,7,2020,Baseline,102,6
Austria,Grandparents,45-64,Male,7,2020,Excess,-6,8
Austria,Grandparents,45-64,Male,8,2020,Baseline,96,6
Austria,Grandparents,45-64,Male,8,2020,Excess,5,8
Austria,Grandparents,45-64,Male,9,2020,Baseline,103,6
Austria,Grandparents,45-64,Male,9,2020,Excess,5,9
Austria,Grandparents,45-64,Male,10,2020,Baseline,104,6
Austria,Grandparents,45-64,Male,10,2020,Excess,17,9
Austria,Grandparents,45-64,Male,11,2020,Baseline,113,6
Austria,Grandparents,45-64,Male,11,2020,Excess,84,11
Austria,Grandparents,45-64,Male,12,2020,Baseline,124,7
Austria,Grandparents,45-64,Male,12,2020,Excess,115,12
Austria,Grandparents,45-64,Male,1,2021,Baseline,140,7
Austria,Grandparents,45-64,Male,1,2021,Excess,15,11
Austria,Grandparents,45-64,Male,2,2021,Baseline,124,7
Austria,Grandparents,45-64,Male,2,2021,Excess,-17,9
Austria,Grandparents,45-64,Male,3,2021,Baseline,110,7
Austria,Grandparents,45-64,Male,3,2021,Excess,-18,10
Austria,Grandparents,45-64,Male,4,2021,Baseline,107,6
Austria,Grandparents,45-64,Male,4,2021,Excess,-8,8
Austria,Grandparents,45-64,Male,5,2021,Baseline,95,6
Austria,Grandparents,45-64,Male,5,2021,Excess,-5,8
Austria,Grandparents,45-64,Male,6,2021,Baseline,77,5
Austria,Grandparents,45-64,Male,6,2021,Excess,8,8
Austria,Parents,0-14,Female,3,2020,Baseline,13,3
Austria,Parents,0-14,Female,3,2020,Excess,10,5
Austria,Parents,0-14,Female,4,2020,Baseline,12,4
Austria,Parents,0-14,Female,4,2020,Excess,5,6
Austria,Parents,0-14,Female,5,2020,Baseline,17,3
Austria,Parents,0-14,Female,5,2020,Excess,5,6
Austria,Parents,0-14,Female,6,2020,Baseline,11,2
Austria,Parents,0-14,Female,6,2020,Excess,9,5
Austria,Parents,0-14,Female,7,2020,Baseline,22,4
Austria,Parents,0-14,Female,7,2020,Excess,-8,5
Austria,Parents,0-14,Female,8,2020,Baseline,25,4
Austria,Parents,0-14,Female,8,2020,Excess,-12,5
Austria,Parents,0-14,Female,9,2020,Baseline,17,3
Austria,Parents,0-14,Female,9,2020,Excess,0,5
Austria,Parents,0-14,Female,10,2020,Baseline,15,4
Austria,Parents,0-14,Female,10,2020,Excess,-1,5
Austria,Parents,0-14,Female,11,2020,Baseline,20,4
Austria,Parents,0-14,Female,11,2020,Excess,2,5
Austria,Parents,0-14,Female,12,2020,Baseline,20,4
Austria,Parents,0-14,Female,12,2020,Excess,-3,5
Austria,Parents,0-14,Female,1,2021,Baseline,21,4
Austria,Parents,0-14,Female,1,2021,Excess,-5,5
Austria,Parents,0-14,Female,2,2021,Baseline,15,3
Austria,Parents,0-14,Female,2,2021,Excess,1,5
Austria,Parents,0-14,Female,3,2021,Baseline,19,4
Austria,Parents,0-14,Female,3,2021,Excess,-0,5
Austria,Parents,0-14,Female,4,2021,Baseline,15,3
Austria,Parents,0-14,Female,4,2021,Excess,0,4
Austria,Parents,0-14,Female,5,2021,Baseline,17,3
Austria,Parents,0-14,Female,5,2021,Excess,4,5
Austria,Parents,0-14,Female,6,2021,Baseline,23,4
Austria,Parents,0-14,Female,6,2021,Excess,-5,5
Austria,Parents,0-14,Male,3,2020,Baseline,23,4
Austria,Parents,0-14,Male,3,2020,Excess,-5,5
Austria,Parents,0-14,Male,4,2020,Baseline,15,3
Austria,Parents,0-14,Male,4,2020,Excess,4,5
Austria,Parents,0-14,Male,5,2020,Baseline,24,4
Austria,Parents,0-14,Male,5,2020,Excess,-3,6
Austria,Parents,0-14,Male,6,2020,Baseline,17,4
Austria,Parents,0-14,Male,6,2020,Excess,1,5
Austria,Parents,0-14,Male,7,2020,Baseline,21,4
Austria,Parents,0-14,Male,7,2020,Excess,-6,5
Austria,Parents,0-14,Male,8,2020,Baseline,15,3
Austria,Parents,0-14,Male,8,2020,Excess,3,4
Austria,Parents,0-14,Male,9,2020,Baseline,19,4
Austria,Parents,0-14,Male,9,2020,Excess,4,5
Austria,Parents,0-14,Male,10,2020,Baseline,19,4
Austria,Parents,0-14,Male,10,2020,Excess,-3,6
Austria,Parents,0-14,Male,11,2020,Baseline,14,3
Austria,Parents,0-14,Male,11,2020,Excess,1,4
Austria,Parents,0-14,Male,12,2020,Baseline,20,4
Austria,Parents,0-14,Male,12,2020,Excess,-4,5
Austria,Parents,0-14,Male,1,2021,Baseline,20,4
Austria,Parents,0-14,Male,1,2021,Excess,1,6
Austria,Parents,0-14,Male,2,2021,Baseline,14,3
Austria,Parents,0-14,Male,2,2021,Excess,3,4
Austria,Parents,0-14,Male,3,2021,Baseline,16,3
Austria,Parents,0-14,Male,3,2021,Excess,1,5
Austria,Parents,0-14,Male,4,2021,Baseline,18,3
Austria,Parents,0-14,Male,4,2021,Excess,6,5
Austria,Parents,0-14,Male,5,2021,Baseline,17,3
Austria,Parents,0-14,Male,5,2021,Excess,1,6
Austria,Parents,0-14,Male,6,2021,Baseline,12,3
Austria,Parents,0-14,Male,6,2021,Excess,1,4
Austria,Parents,15-29,Female,3,2020,Baseline,60,6
Austria,Parents,15-29,Female,3,2020,Excess,11,10
Austria,Parents,15-29,Female,4,2020,Baseline,51,6
Austria,Parents,15-29,Female,4,2020,Excess,10,7
Austria,Parents,15-29,Female,5,2020,Baseline,52,6
Austria,Parents,15-29,Female,5,2020,Excess,7,9
Austria,Parents,15-29,Female,6,2020,Baseline,44,5
Austria,Parents,15-29,Female,6,2020,Excess,11,7
Austria,Parents,15-29,Female,7,2020,Baseline,59,6
Austria,Parents,15-29,Female,7,2020,Excess,-13,8
Austria,Parents,15-29,Female,8,2020,Baseline,55,7
Austria,Parents,15-29,Female,8,2020,Excess,9,8
Austria,Parents,15-29,Female,9,2020,Baseline,54,6
Austria,Parents,15-29,Female,9,2020,Excess,-1,8
Austria,Parents,15-29,Female,10,2020,Baseline,52,6
Austria,Parents,15-29,Female,10,2020,Excess,-3,7
Austria,Parents,15-29,Female,11,2020,Baseline,46,5
Austria,Parents,15-29,Female,11,2020,Excess,23,9
Austria,Parents,15-29,Female,12,2020,Baseline,50,6
Austria,Parents,15-29,Female,12,2020,Excess,14,8
Austria,Parents,15-29,Female,1,2021,Baseline,59,6
Austria,Parents,15-29,Female,1,2021,Excess,2,8
Austria,Parents,15-29,Female,2,2021,Baseline,56,5
Austria,Parents,15-29,Female,2,2021,Excess,1,8
Austria,Parents,15-29,Female,3,2021,Baseline,54,5
Austria,Parents,15-29,Female,3,2021,Excess,18,8
Austria,Parents,15-29,Female,4,2021,Baseline,61,5
Austria,Parents,15-29,Female,4,2021,Excess,3,7
Austria,Parents,15-29,Female,5,2021,Baseline,66,6
Austria,Parents,15-29,Female,5,2021,Excess,-8,9
Austria,Parents,15-29,Female,6,2021,Baseline,59,6
Austria,Parents,15-29,Female,6,2021,Excess,2,9
Austria,Parents,15-29,Male,3,2020,Baseline,57,6
Austria,Parents,15-29,Male,3,2020,Excess,8,9
Austria,Parents,15-29,Male,4,2020,Baseline,53,5
Austria,Parents,15-29,Male,4,2020,Excess,4,7
Austria,Parents,15-29,Male,5,2020,Baseline,58,7
Austria,Parents,15-29,Male,5,2020,Excess,-7,9
Austria,Parents,15-29,Male,6,2020,Baseline,42,5
Austria,Parents,15-29,Male,6,2020,Excess,9,8
Austria,Parents,15-29,Male,7,2020,Baseline,60,6
Austria,Parents,15-29,Male,7,2020,Excess,-8,7
Austria,Parents,15-29,Male,8,2020,Baseline,57,5
Austria,Parents,15-29,Male,8,2020,Excess,-2,7
Austria,Parents,15-29,Male,9,2020,Baseline,61,6
Austria,Parents,15-29,Male,9,2020,Excess,-2,9
Austria,Parents,15-29,Male,10,2020,Baseline,49,5
Austria,Parents,15-29,Male,10,2020,Excess,2,7
Austria,Parents,15-29,Male,11,2020,Baseline,54,5
Austria,Parents,15-29,Male,11,2020,Excess,14,9
Austria,Parents,15-29,Male,12,2020,Baseline,56,6
Austria,Parents,15-29,Male,12,2020,Excess,9,8
Austria,Parents,15-29,Male,1,2021,Baseline,53,6
Austria,Parents,15-29,Male,1,2021,Excess,18,8
Austria,Parents,15-29,Male,2,2021,Baseline,56,6
Austria,Parents,15-29,Male,2,2021,Excess,-3,8
Austria,Parents,15-29,Male,3,2021,Baseline,52,5
Austria,Parents,15-29,Male,3,2021,Excess,7,7
Austria,Parents,15-29,Male,4,2021,Baseline,57,5
Austria,Parents,15-29,Male,4,2021,Excess,3,7
Austria,Parents,15-29,Male,5,2021,Baseline,57,5
Austria,Parents,15-29,Male,5,2021,Excess,-3,8
Austria,Parents,15-29,Male,6,2021,Baseline,56,5
Austria,Parents,15-29,Male,6,2021,Excess,16,8
Austria,Parents,30-44,Female,3,2020,Baseline,148,9
Austria,Parents,30-44,Female,3,2020,Excess,19,12
Austria,Parents,30-44,Female,4,2020,Baseline,146,8
Austria,Parents,30-44,Female,4,2020,Excess,10,13
Austria,Parents,30-44,Female,5,2020,Baseline,132,8
Austria,Parents,30-44,Female,5,2020,Excess,7,12
Austria,Parents,30-44,Female,6,2020,Baseline,111,7
Austria,Parents,30-44,Female,6,2020,Excess,17,9
Austria,Parents,30-44,Female,7,2020,Baseline,131,9
Austria,Parents,30-44,Female,7,2020,Excess,2,12
Austria,Parents,30-44,Female,8,2020,Baseline,129,7
Austria,Parents,30-44,Female,8,2020,Excess,1,11
Austria,Parents,30-44,Female,9,2020,Baseline,151,9
Austria,Parents,30-44,Female,9,2020,Excess,5,12
Austria,Parents,30-44,Female,10,2020,Baseline,136,7
Austria,Parents,30-44,Female,10,2020,Excess,6,12
Austria,Parents,30-44,Female,11,2020,Baseline,149,8
Austria,Parents,30-44,Female,11,2020,Excess,50,12
Austria,Parents,30-44,Female,12,2020,Baseline,146,9
Austria,Parents,30-44,Female,12,2020,Excess,77,15
Austria,Parents,30-44,Female,1,2021,Baseline,168,9
Austria,Parents,30-44,Female,1,2021,Excess,13,15
Austria,Parents,30-44,Female,2,2021,Baseline,173,9
Austria,Parents,30-44,Female,2,2021,Excess,-20,12
Austria,Parents,30-44,Female,3,2021,Baseline,153,9
Austria,Parents,30-44,Female,3,2021,Excess,2,12
Austria,Parents,30-44,Female,4,2021,Baseline,160,8
Austria,Parents,30-44,Female,4,2021,Excess,16,10
Austria,Parents,30-44,Female,5,2021,Baseline,167,9
Austria,Parents,30-44,Female,5,2021,Excess,-9,12
Austria,Parents,30-44,Female,6,2021,Baseline,147,8
Austria,Parents,30-44,Female,6,2021,Excess,21,12
Austria,Parents,30-44,Male,3,2020,Baseline,147,9
Austria,Parents,30-44,Male,3,2020,Excess,13,12
Austria,Parents,30-44,Male,4,2020,Baseline,134,8
Austria,Parents,30-44,Male,4,2020,Excess,20,11
Austria,Parents,30-44,Male,5,2020,Baseline,141,8
Austria,Parents,30-44,Male,5,2020,Excess,-21,10
Austria,Parents,30-44,Male,6,2020,Baseline,142,9
Austria,Parents,30-44,Male,6,2020,Excess,-21,12
Austria,Parents,30-44,Male,7,2020,Baseline,131,8
Austria,Parents,30-44,Male,7,2020,Excess,4,12
Austria,Parents,30-44,Male,8,2020,Baseline,129,7
Austria,Parents,30-44,Male,8,2020,Excess,4,11
Austria,Parents,30-44,Male,9,2020,Baseline,144,8
Austria,Parents,30-44,Male,9,2020,Excess,7,12
Austria,Parents,30-44,Male,10,2020,Baseline,138,8
Austria,Parents,30-44,Male,10,2020,Excess,15,13
Austria,Parents,30-44,Male,11,2020,Baseline,160,9
Austria,Parents,30-44,Male,11,2020,Excess,38,14
Austria,Parents,30-44,Male,12,2020,Baseline,150,9
Austria,Parents,30-44,Male,12,2020,Excess,60,14
Austria,Parents,30-44,Male,1,2021,Baseline,161,9
Austria,Parents,30-44,Male,1,2021,Excess,-6,12
Austria,Parents,30-44,Male,2,2021,Baseline,163,9
Austria,Parents,30-44,Male,2,2021,Excess,-2,12
Austria,Parents,30-44,Male,3,2021,Baseline,150,9
Austria,Parents,30-44,Male,3,2021,Excess,35,13
Austria,Parents,30-44,Male,4,2021,Baseline,156,8
Austria,Parents,30-44,Male,4,2021,Excess,6,13
Austria,Parents,30-44,Male,5,2021,Baseline,149,9
Austria,Parents,30-44,Male,5,2021,Excess,14,13
Austria,Parents,30-44,Male,6,2021,Baseline,136,7
Austria,Parents,30-44,Male,6,2021,Excess,6,10
Austria,Parents,45-64,Female,3,2020,Baseline,443,12
Austria,Parents,45-64,Female,3,2020,Excess,-12,17
Austria,Parents,45-64,Female,4,2020,Baseline,350,10
Austria,Parents,45-64,Female,4,2020,Excess,63,15
Austria,Parents,45-64,Female,5,2020,Baseline,341,10
Austria,Parents,45-64,Female,5,2020,Excess,3,15
Austria,Parents,45-64,Female,6,2020,Baseline,336,11
Austria,Parents,45-64,Female,6,2020,Excess,6,14
Austria,Parents,45-64,Female,7,2020,Baseline,335,10
Austria,Parents,45-64,Female,7,2020,Excess,24,15
Austria,Parents,45-64,Female,8,2020,Baseline,351,11
Austria,Parents,45-64,Female,8,2020,Excess,1,17
Austria,Parents,45-64,Female,9,2020,Baseline,355,11
Austria,Parents,45-64,Female,9,2020,Excess,4,16
Austria,Parents,45-64,Female,10,2020,Baseline,378,12
Austria,Parents,45-64,Female,10,2020,Excess,30,17
Austria,Parents,45-64,Female,11,2020,Baseline,382,12
Austria,Parents,45-64,Female,11,2020,Excess,231,20
Austria,Parents,45-64,Female,12,2020,Baseline,429,11
Austria,Parents,45-64,Female,12,2020,Excess,217,16
Austria,Parents,45-64,Female,1,2021,Baseline,483,12
